date,Device category,Gender,Age,City,Kanal ID,Article ID,Total users,Views,categoryauto_new_rank1
20250727,desktop,female,45-54,Klaten,(not set),(not set),15,32,
20250727,desktop,female,45-54,Kuala Lumpur,(not set),(not set),13,15,
20250727,desktop,female,45-54,Kudus,(not set),(not set),15,18,
20250727,desktop,female,45-54,Kupang,(not set),(not set),24,30,
20250727,desktop,female,45-54,Madiun,(not set),(not set),12,17,
20250727,desktop,female,45-54,Makassar,(not set),(not set),104,204,
20250727,desktop,female,45-54,Makassar,2,(not set),12,24,
20250727,desktop,female,45-54,Malang,(not set),(not set),48,125,
20250727,desktop,female,45-54,Malang,2,(not set),14,43,
20250727,desktop,female,45-54,Manado,(not set),(not set),22,49,
20250727,desktop,female,45-54,Mataram,(not set),(not set),11,19,
20250727,desktop,female,45-54,Medan,(not set),(not set),84,165,
20250727,desktop,female,45-54,Medan,2,(not set),28,54,
20250727,desktop,female,45-54,Medan,2-1909-1954,8030743,11,11,
20250727,desktop,female,45-54,Padang,(not set),(not set),26,44,
20250727,desktop,female,45-54,Palangkaraya,(not set),(not set),12,20,
20250727,desktop,female,45-54,Palembang,(not set),(not set),67,111,
20250727,desktop,female,45-54,Palembang,2,(not set),17,29,
20250727,desktop,female,45-54,Pekalongan,(not set),(not set),16,21,
20250727,desktop,female,45-54,Pekanbaru,(not set),(not set),43,87,
20250727,desktop,female,45-54,Pematangsiantar,(not set),(not set),14,17,
20250727,desktop,female,45-54,Pontianak,(not set),(not set),35,45,
20250727,desktop,female,45-54,Pontianak,1-1-1900,(not set),11,33,
20250727,desktop,female,45-54,Purwokerto,(not set),(not set),20,32,
20250727,desktop,female,45-54,Purwokerto,2,(not set),10,18,
20250727,desktop,female,45-54,Samarinda,(not set),(not set),24,43,
20250727,desktop,female,45-54,Semarang,(not set),(not set),159,300,
20250727,desktop,female,45-54,Semarang,2,(not set),56,120,
20250727,desktop,female,45-54,Sidoarjo,(not set),(not set),13,21,
20250727,desktop,female,45-54,Singapore,(not set),(not set),33,77,
20250727,desktop,female,45-54,Singapore,2,(not set),36,60,
20250727,desktop,female,45-54,Sorong,(not set),(not set),19,32,
20250727,desktop,female,45-54,South Tangerang,(not set),(not set),87,273,
20250727,desktop,female,45-54,South Tangerang,2,(not set),78,183,
20250727,desktop,female,45-54,Sukabumi,(not set),(not set),19,23,
20250727,desktop,female,45-54,Surabaya,(not set),(not set),183,330,
20250727,desktop,female,45-54,Surabaya,2,(not set),61,106,
20250727,desktop,female,45-54,Surakarta,(not set),(not set),87,223,
20250727,desktop,female,45-54,Surakarta,2,(not set),24,49,
20250727,desktop,female,45-54,Tangerang,(not set),(not set),95,250,
20250727,desktop,female,45-54,Tangerang,2,(not set),68,197,
20250727,desktop,female,45-54,Tasikmalaya,(not set),(not set),13,35,
20250727,desktop,female,45-54,Tulungagung,(not set),(not set),10,14,
20250727,desktop,female,45-54,Yogyakarta,(not set),(not set),27,38,
20250727,desktop,female,45-54,Yogyakarta,2,(not set),12,18,
20250727,desktop,female,55-64,Jakarta,(not set),(not set),61,176,
20250727,desktop,female,55-64,Jakarta,2,(not set),39,92,
20250727,desktop,female,55-64,Singapore,(not set),(not set),10,15,
20250727,desktop,female,65+,Jakarta,(not set),(not set),10,16,
20250727,desktop,male,18-24,Balikpapan,(not set),(not set),31,48,
20250727,desktop,male,18-24,Banda Aceh,(not set),(not set),21,31,
20250727,desktop,male,18-24,Bandar Lampung,(not set),(not set),65,101,
20250727,desktop,male,18-24,Bandung,(not set),(not set),343,620,
20250727,desktop,male,18-24,Bandung,2,(not set),61,135,
20250727,desktop,male,18-24,Bandung,2-1909-1954,8026659,10,11,
20250727,desktop,male,18-24,Banjarbaru,(not set),(not set),23,31,
20250727,desktop,male,18-24,Banjarmasin,(not set),(not set),35,42,
20250727,desktop,male,18-24,Batam,(not set),(not set),60,78,
20250727,desktop,male,18-24,Bekasi,(not set),(not set),111,171,
20250727,desktop,male,18-24,Bekasi,2,(not set),47,61,
20250727,desktop,male,18-24,Bekasi Regency,(not set),(not set),79,157,
20250727,desktop,male,18-24,Bekasi Regency,2,(not set),19,23,
20250727,desktop,male,18-24,Bengkulu,(not set),(not set),12,13,
20250727,desktop,male,18-24,Bogor,(not set),(not set),52,86,
20250727,desktop,male,18-24,Bogor,2,(not set),13,21,
20250727,desktop,male,18-24,Cibinong,(not set),(not set),14,15,
20250727,desktop,male,18-24,Cirebon,(not set),(not set),22,30,
20250727,desktop,male,18-24,Denpasar,(not set),(not set),86,114,
20250727,desktop,male,18-24,Denpasar,2,(not set),17,20,
20250727,desktop,male,18-24,Depok,(not set),(not set),226,533,
20250727,desktop,male,18-24,Depok,2,(not set),49,71,
20250727,desktop,male,18-24,Depok,2-1909-1954,8026659,11,10,
20250727,desktop,male,18-24,Godean,(not set),(not set),12,15,
20250727,desktop,male,18-24,Gunung Putri,(not set),(not set),16,16,
20250727,desktop,male,18-24,Jakarta,(not set),(not set),1017,1779,
20250727,desktop,male,18-24,Jakarta,2,(not set),328,585,
20250727,desktop,male,18-24,Jakarta,2-105,(not set),14,15,
20250727,desktop,male,18-24,Jakarta,2-1909-1954,8026659,15,16,
20250727,desktop,male,18-24,Jakarta,2-207-431-1696,8030378,26,279,
20250727,desktop,male,18-24,Jakarta,2-2175-2178,8030842,14,14,
20250727,desktop,male,18-24,Jakarta,2-3-814-4,8029945,11,29,
20250727,desktop,male,18-24,Jakarta,2-3-814-4,8030389,11,11,
20250727,desktop,male,18-24,Jakarta,2-605,(not set),32,54,
20250727,desktop,male,18-24,Jakarta,2-605-10,8031896,11,11,
20250727,desktop,male,18-24,Jakarta,2-605-1147-1148,8030857,14,64,
20250727,desktop,male,18-24,Jakarta,2-638-648,8028380,15,16,
20250727,desktop,male,18-24,Jakarta,2-69,(not set),11,14,
20250727,desktop,male,18-24,Jakarta,2-69-70,(not set),22,31,
20250727,desktop,male,18-24,Jambi,(not set),(not set),24,35,
20250727,desktop,male,18-24,Jember,(not set),(not set),39,84,
20250727,desktop,male,18-24,Kasihan,(not set),(not set),13,23,
